id,nombre_ce,distrito,sector,zona,canton,caserio,direccion,ayuda_asistencia_tecnica,apoyo_economico,apoyo_material_didactico,apoyo_mobiliario_equipo,apoyo_infraestructura,apoyo_remuneracion_docentes,apoyo_materiales_construccion,apoyo_alimentos,cant_deser,correo,X,Y
110,COLEGIO SIMON BOLIVAR,2,Privado,Urbana,N/A,N/A,"COLONIA CENTROAMERICA, CALLE GABRIELA MISTRAL Nø566",0,0,0,0,0,0,0,0,0,hserranovaldez@yahoo.com,-89.21155,13.712513
111,COLEGIO CENTROAMERICA,1,Privado,Urbana,N/A,N/A,"TREINTA Y SIETE CALLE ORIENTE #320, COLONIA LA RABIDA",0,0,0,0,0,0,0,0,10,colegio.centroamerica@hotmail.com,-89.188119,13.716598
112,COLEGIO BAUTISTA,5,Privado,Urbana,N/A,N/A,"AV. CUBA Y AV. EL COCAL, BARRIO SAN JACINTO",0,0,0,0,0,0,0,0,67,direccionss@colegiobautista.edu.sv ,-89.190695,13.68042
113,INSTITUTO CARMELITANO,5,Privado,Urbana,N/A,N/A,AV. IRAZU #110 COLONIA COSTA RICA,0,0,0,0,0,0,0,0,2,atenas226@yahoo.es,-89.197506,13.683009
114,LICEO CRISTIANO REVERENDO JUAN BUENO DEL BARRIO MODELO,DCH,Privado,Urbana,N/A,N/A,AV. 29 DE AGOSTO NUMERO 852 BARRIO MODELO ,0,0,0,0,0,0,0,0,15,d.modelo@lcjuanbueno.org,-89.195725,13.690447
115,LICEO CRISTIANO REVERENDO JUAN BUENO DE LA COLONIA EL GRANJERO,6,Privado,Urbana,N/A,N/A,FINAL SEXTA CALLE ORIENTE PASAJE NUMERO 99 COLONIA EL GRANJERO,0,0,0,0,0,0,0,0,9,d.elgranjero@icjuanbueno.org,-89.178024,13.693725
116,CENTRO ESCOLAR CANTON SAN CRISTOBAL,5,Publico,Urbana,SAN CRISTOBAL,N/A,"COMUNIDAD ALTOS DE JARDINES, COSTADO ORIENTE DE CIMA IV",0,0,0,0,0,0,0,0,0,cesancristobal_@hotmail.com,-89.206522,13.667845
117,ESCUELA DE EDUCACION PARVULARIA ESTADO DE ISRAEL,2,Publico,Urbana,N/A,N/A,COLONIA Y AV. 3  DE MAYO #123,0,0,0,0,1,0,0,0,0,estado.israel@yahoo.com,-89.212303,13.693864
118,CENTRO ESCOLAR REPUBLICA DE NICARAGUA,2,Publico,Urbana,N/A,N/A,FINAL AV. LOS LAGOS COLONIA CENTROAMERICA,0,0,1,0,0,0,0,0,29,No posee,-89.212615,13.713098
119,CENTRO ESCOLAR REPUBLICA DE PANAMA,1,Publico,Urbana,N/A,N/A,"20 AV. NORTE, COLONIA ATLACATL CONTIGUO A GIMNASIO DE INFRAMEN",0,0,0,0,0,0,0,0,12,No posee,-89.181177,13.713382
120,CENTRO ESCOLAR COLONIA SANTA LUCIA,2,Publico,Urbana,N/A,N/A,"AV. BERNAL Y CALLE DONALD BANK, N¶§ 220 COLONIA MIRAMONTE",0,0,0,0,0,0,0,0,8,No posee,-89.221619,13.70812
121,COMPLEJO EDUCATIVO CAPITAN GENERAL GERARDO BARRIOS,2,Publico,Urbana,N/A,N/A,"41 AV. SUR Y 4A. CALLE PONIENTE, COLONIA FLOR BLANCA",1,0,0,0,0,0,0,0,27,ai11640@hotmail.com,-89.212305,13.699409
122,CENTRO ESCOLAR CONSTITUCION 1950,1,Publico,Urbana,N/A,N/A,"FINAL 19 CALLE ORIENTE Y 20 AV. NORTE, COLONIA GUATEMALA",0,0,0,0,0,0,0,0,6,No posee,-89.180931,13.707918
123,CENTRO ESCOLAR NICOLAS J. BRAN,2,Publico,Urbana,N/A,N/A,41 AV. SUR Y ANTIGUA CALLE FERROCARIL COLONIA 3 DE MAYO,0,0,0,0,0,0,0,0,30,nicolasjbran@yahoo.com,-89.212703,13.693706
124,CENTRO ESCOLAR MIGUEL PINTO,2,Publico,Urbana,N/A,N/A,FINAL AV. WASHINTON Y CALLE DOCTOR JOSE MATIAS DELGADO COLONIA LIBERTAD,0,1,0,0,0,0,0,0,41,gonzaloalfredo.rivera@gmail.com,-89.211608,13.72273
125,CENTRO ESCOLAR JUAN RAFAEL MORA,5,Publico,Urbana,N/A,N/A,"COLONIA SANTA CRISTINA, PASAJES SANTA LUISA Y SANTA CECIILIA, BARRIO SANTA ANITA",0,0,0,0,0,0,0,0,7,No posee,-89.201527,13.690578
126,CENTRO ESCOLAR REPUBLICA DE HONDURAS,5,Publico,Urbana,N/A,N/A,FINAL CALLE ALFREDO ESPINO COLONIA IVU,0,0,0,0,0,0,0,0,6,jose1985k@hotmail.com,-89.209158,13.689075
127,CENTRO ESCOLAR BARRIO BELEN,1,Publico,Urbana,N/A,N/A,"27 CALLE PONIENTE #537, COLONIA LAYCO",0,0,0,0,0,0,0,0,39,doyomont65@yahoo.es,-89.194719,13.71282
128,CENTRO ESCOLAR MONSEÇ?OR BASILIO PLANTIER,DCH,Publico,Urbana,N/A,N/A,"SEXTA CALLE ORIENTE N¶ø1108, BARRIO SAN ESTEBAN",0,0,0,1,0,0,0,0,30,No posee,-89.182013,13.694149
129,CENTRO ESCOLAR JORGE LARDE,5,Publico,Urbana,N/A,N/A,DECIMA AV. SUR Y CALLE RAMON BELLOSO #510,1,0,0,0,0,0,0,0,86,jorgelarde@outlook.com,-89.190272,13.687554
130,CENTRO ESCOLAR GUSTAVO MARROQUIN,DCH,Publico,Urbana,N/A,N/A,QUINTA CALLE PONIENTE NUMERO 127,1,0,0,0,0,0,0,0,364,No posee,-89.191616,13.701683
131,CENTRO ESCOLAR MERCEDES QUINTEROS,1,Publico,Urbana,N/A,N/A,"20 AV. NORTE 1605, COLONIA LA RABIDA",0,0,0,0,0,0,0,0,3,cemercedesquintero.info@gmail.com,-89.181825,13.713051
132,CENTRO ESCOLAR REPUBLICA DE GUATEMALA,DCH,Publico,Urbana,N/A,N/A,"18 AV. NORTE N¶ø314, ESQUINA OPUESTA AL EX-CINE AVENIDA",0,0,0,0,0,0,0,0,19,No posee,-89.183451,13.70036
133,CENTRO ESCOLAR ESPAÇ?A,1,Publico,Urbana,N/A,N/A,CALLE A SAN ANTONIO ABAD Y AV. DON BOSCO SAN SALVADOR,1,0,1,1,0,0,0,0,25,ceespaÇña11658@hotmail.com,-89.206068,13.71547
134,COMPLEJO EDUCATIVO REPUBLICA DEL BRASIL,5,Publico,Urbana,N/A,N/A,CALLE MODELO N¶§ 75 BARRIO CANDELARIA,1,1,1,0,0,0,0,0,101,bra.mined1661@gmail.com,-89.195427,13.68631
135,CENTRO ESCOLAR 5 DE NOVIEMBRE,6,Publico,Urbana,N/A,N/A,FINAL 4¶ø CALLE ORIENTE BARRIO LOURDES,1,0,1,0,0,0,0,0,35,No posee,-89.179054,13.695622
136,CENTRO ESCOLAR REPUBLICA DE PARAGUAY,DCH,Publico,Urbana,N/A,N/A,CALLE MODELO Y FINAL PRIMERA AV. SUR N¶ø 650 BARRIO CANDELARIA,0,0,0,0,1,0,0,0,32,paraguay10paraguay@yahoo.com,-89.192777,13.691182
137,CENTRO ESCOLAR JOSE SIMEON CAÇ?AS,5,Publico,Urbana,N/A,N/A,10 AV. SUR #1651 BARRIO SAN JACINTO,0,0,0,0,0,0,0,0,38,11665cejsc@gmail.com,-89.191278,13.681215
138,CENTRO ESCOLAR REPUBLICA DE ARGENTINA,DCH,Publico,Urbana,N/A,N/A,SEXTA CALLE ORIENTE Y OCTAVA AV. SUR,0,0,0,0,0,0,0,0,27,No posee,-89.188601,13.696283
139,COMPLEJO EDUCATIVO JOAQUIN RODEZNO,3,Publico,Urbana,N/A,N/A,TERCERA CALLE PONIENTE N¶ø 529,0,0,0,0,0,0,0,0,175,11667.rodezno@gmaill.com,-89.24847,13.70499
140,CENTRO ESCOLAR JOSE MATIAS DELGADO,DCH,Publico,Urbana,N/A,N/A,FINAL 1¶ø AV. SUR N¶§ 732,0,0,0,0,0,0,0,0,55,ce_josematiasdelgado@yahoo.com,-89.193241,13.692764
141,CENTRO ESCOLAR GENERAL RAMON BELLOSO,5,Publico,Urbana,N/A,N/A,"COLONIA MONSERRAT ENTRE DIAGONAL HUIZUCAR Y PASAJE ""A""",0,0,1,0,0,0,0,0,22,No posee,-89.214717,13.682848
142,CENTRO ESCOLAR JUAN ABERLE,6,Publico,Urbana,N/A,N/A,CALLE CONCEPCION FINAL PASAJE EVELYN CONTIGUO A FUERZA NAVAL,0,0,0,0,0,0,0,0,0,mgvides@hotmail.es,-89.177821,13.705559
143,COMPLEJO EDUCATIVO CONCHA VIUDA DE ESCALON,3,Publico,Urbana,N/A,N/A,81 AV. NORTE Y QUINTA CALLE PONIENTE,1,0,0,0,0,0,0,0,61,cecove@hotmail.com,-89.237565,13.705584
144,CENTRO ESCOLAR REPUBLICA DE ALEMANIA,1,Publico,Urbana,N/A,N/A,"FINAL 20 AV. NORTE, FINAL PASAJE COCLE COLONIA PANAMA",0,0,0,0,0,0,0,0,22,cra.alemania@hotmail.com,-89.181126,13.718242
145,CENTRO ESCOLAR REPUBLICA DE COLOMBIA,DCH,Publico,Urbana,N/A,N/A,1 AV. NORTE Y QUINTA CALLE PONIENTE NUMERO 216 EDIFICIO SACA,1,0,0,0,0,0,0,1,21,No posee,-89.192498,13.702109
146,COMPLEJO EDUCATIVO DR. HUMBERTO ROMERO ALVERGUE,5,Publico,Urbana,N/A,N/A,"FINAL CALLE DARIO GONZALEZ, BARRIO SAN JACINTO",1,0,0,1,1,1,0,1,172,cedhra@gmail.com,-89.193359,13.685799
147,CENTRO ESCOLAR LIGA PANAMERICANA,5,Publico,Urbana,N/A,N/A,"FINAL PASAJE LAS NINFAS, CALLE MEXICO COLONIA SANTA CLARA",0,0,0,0,0,0,0,0,12,liarevalo@hotmail.com,-89.183801,13.681814
148,COMPLEJO EDUCATIVO REPUBLICA DEL ECUADOR,5,Publico,Urbana,N/A,N/A,17 AV. SUR Y CALLE FRANCISCO MENENDEZ BARRIO SANTA ANITA,0,0,0,0,0,0,0,0,19,ecuador.escuela11677@gmail.com,-89.201469,13.688991
149,CENTRO ESCOLAR FERNANDO LLORT,1,Publico,Urbana,N/A,N/A,CALLE SAN ANTONIO ABAD #1417,0,0,0,0,0,0,0,0,1,No posee,-89.205442,13.714927
150,CENTRO ESCOLAR REPUBLICA DE COSTA RICA,DCH,Publico,Urbana,N/A,N/A,6 CALLE ORIENTE Y 6 AV. SUR NUMERO 416,1,0,0,0,0,0,0,0,66,cer_costarica@hotmail.com,-89.188603,13.695563
151,CENTRO ESCOLAR REPUBLICA DE CHILE,6,Publico,Urbana,N/A,N/A,"BARRIO 11, CALLE CONCEPCION NUMERO 601",0,0,0,0,0,0,0,0,63,No posee,-89.182415,13.702174
152,CENTRO ESCOLAR FRANCISCO A. GAMBOA,DCH,Publico,Urbana,N/A,N/A,QUINTA CALLE ORIENTE NUMERO #726 BARRIO CONCEPCION CONTIGUO A UNIDAD DE SALUD DE CONCEPCION,0,0,0,1,1,0,0,0,31,escuelagamboa@gmail.com,-89.185002,13.701283
153,COMPLEJO EDUCATIVO REPUBLICA DOMINICANA,1,Publico,Urbana,N/A,N/A,AV. MONSEÇ?OR ROMERO COLONIA VAIRO PASAJE CONTRERAS,0,0,0,0,0,0,0,0,0,cescolarrepublicadominicana@gmail.com,-89.190761,13.716776
154,"COMPLEJO EDUCATIVO PARA SORDOS ""LICENCIADA GRISELDA ZELEDON""",1,Publico,Urbana,N/A,N/A,20 AV. COLONIA ATLACAT PASAJE P,1,0,0,0,0,0,0,0,9,saulocj7@yahoo.com.mx,-89.18091,13.713483
155,CENTRO ESCOLAR LA ROSA BLANCA,5,Publico,Urbana,N/A,N/A,"COLONIA HARRISON, AV. VIRGINIA, N¶§ 934, SAN JACINTO",0,0,0,0,0,0,0,0,4,No posee,-89.184949,13.688765
156,ESCUELA DE EDUCACION ESPECIAL REINALDO BORJA PORRAS,2,Publico,Urbana,N/A,N/A,25 AV. NORTE Y 27 CALLE PONIENTE 10 NIVEL HOSPITAL NACIONAL DE NIÇ?OS BENJAMIN BLOOM,0,0,1,1,0,0,0,0,5,escueltaborjaporras2001@outlook.com,-89.20404,13.714081
157,JARDIN DE NIÇ?OS CARITAS ALEGRES,3,Publico,Urbana,N/A,N/A,"CALLE CIRCUNVALACION #334, COLONIA SAN BENITO",0,0,0,0,0,0,0,0,0,coordinacion@kinderhappyfaces.edu.sv,-89.243008,13.690646
158,ESCUELA CRISTIANA OASIS EL SALVADOR,3,Publico,Urbana,N/A,N/A,93 AV. NORTE ENTRE 7A Y 5A CALLE PTE #165 PASAJE FRANCISCO CAMPOS SAN SALVADOR COLONIA ESCALON,0,0,0,0,0,0,0,0,0,jvcescuelacristianaoasis.org,-89.245457,13.70524
159,CENTRO DE ESTUDIOS LA SALLE,2,Publico,Urbana,N/A,N/A,"PROLONGACION ALAMEDA JUAN PABLO II, N¶ø 331",0,0,0,0,0,0,0,0,13,admisionlasalle@gmail.com,-89.222581,13.704889
160,COLEGIO SAGRADO CORAZON,3,Publico,Urbana,N/A,N/A,11 CALLE PONIENTE Y 83 AV. NORTE N¶ø 4354 COLONIA ESCALON,0,0,0,0,0,0,0,0,7,mensajes@cosaco.edu.sv,-89.238696,13.709291
161,COLEGIO LA SAGRADA FAMILIA,3,Publico,Urbana,N/A,N/A,"69 AV. NORTE, PASEO GENERAL ESCALON #3618",0,0,0,0,0,0,0,0,4,colegio@lasagradafamilia.edu.sv,-89.227664,13.70214
162,COLEGIO SAN PABLO,3,Publico,Urbana,N/A,N/A,"FINAL QUINTA CALLE PTE. Y CALLE JOSE MARTI COLONIA ESCALON, ARRIBA DE LOMAS VERDES",0,0,0,0,0,0,0,0,0,col.sanpablo@hotmail.com,-89.253597,13.707933
163,COLEGIO MONTESSORI,2,Publico,Urbana,N/A,N/A,61¶ø AV. NORTE N¶ø 147 COLONIA ESCALON,0,0,0,0,0,0,0,0,10,montessori_c@yahoo.com,-89.221442,13.702451
164,COLEGIO GARCIA FLAMENCO,2,Publico,Urbana,N/A,N/A,FINAL 57 AV. NORTE Y ALAMEDA JUAN PABLO II COLONIA MIRAMONTE,0,0,0,0,0,0,0,0,23,cgf@garciaflamenco.edu.sv,-89.218784,13.705245
165,INSTITUTO TECNICO DE EX ALUMNOS SALESIANOS,6,Publico,Urbana,N/A,N/A,AV. PERALTA N¶ø5,0,0,0,0,0,0,0,0,8,wlaldana@yahoo.com,-89.178321,13.700803
166,CENTRO ESCOLAR HORIZONTES,3,Publico,Urbana,N/A,N/A,5¶ø C. PONIENTE #4041 COLONIA ESCALON,0,0,0,0,0,0,0,0,1,informacion@horizontes.edu.sv,-89.235271,13.705298
167,CENTRO CULTURAL SALVADOREÇ?O AMERICANO,2,Publico,Urbana,N/A,N/A,"EDIFICIO CENTRO CULTURAL SALVADOREÇ?O AMERICANO CALLE SISIMILES, FRENTE A METROCENTRO NORTE",0,0,0,0,0,0,0,0,0,bachilleratoatb@ccsa.edu.sv,-89.210737,13.707132
168,COLEGIO INTERNACIONAL DE SAN SALVADOR,3,Publico,Urbana,N/A,N/A,CALLE LA REFORMA N¶ø 169 COLONIA SAN BENITO,0,0,0,0,0,0,0,0,1,c_stemp@cciss.edu.sv,-89.232965,13.693469
169,ESCUELA AMERICANA,3,Publico,Urbana,N/A,N/A,"COLONIA Y CALLE LA MASCOTA, FINAL CALLE TRES",0,0,0,0,0,0,0,0,0,No posee,-89.23929,13.695543
170,LICEO SAN BENITO,3,Publico,Urbana,N/A,N/A,CALLE LOMA LINDA Y LA MASCOTA N¶ø 1 # 116 COLONIA SAN BENITO,0,0,0,0,0,0,0,0,0,info@houseoflearning.edu.sv,-89.230805,13.696263
171,ESCUELA PANAMERICANA,3,Publico,Urbana,N/A,N/A,"FINAL PASAJE LA UNION, CALLE A CANTON EL CARMEN #1348, COLONIA ESCALON",0,0,0,0,0,0,0,0,0,pardoc@escuelapanamericana.org,-89.256372,13.7117
172,COLEGIO SALVADOREÇ?O ESPAÇ?OL,2,Publico,Urbana,N/A,N/A,FINAL 65 AV SUR N¶ø257 COL. ROMA,0,0,0,0,0,0,0,0,1,administracion@csespanol.com,-89.223832,13.697799
173,LICEO SALVADOREÇ?O,2,Publico,Urbana,N/A,N/A,"PRIMERA CALLE PONIENTE ENTRE 35 Y 37 AV. NORTE, COLONIA FLOR BLANCA",0,0,0,0,0,0,0,0,20,secretaria_bach@liceosalvadoreno.edu.sv,-89.210209,13.702619
174,COLEGIO SALVADOREÇ?O INGLES,3,Publico,Urbana,N/A,N/A,"OCHENTA Y CINCO AV. NORTE, NUMERO CIENTO TRECE, COLONIA ESCALON",0,0,0,0,0,0,0,0,0,direccion@csi-elsalvador.com,-89.240028,13.703282
175,INSTITUTO HERMANAS SOMASCAS,3,Publico,Urbana,N/A,N/A,CALLE DEL MEDITERRANEO Y AV. SAN GERONIMO EMILIANI LA CEIBA DE GUADALUPE,1,0,0,0,0,0,0,0,12,ihscgpe@ihs.edu.sv,-89.24276,13.68203
176,COLEGIO DIEGO DE HOLGUIN,1,Publico,Urbana,N/A,N/A,29 CALLE PONIENTE N¶ø 1333 COLONIA LAYCO,1,0,0,0,0,0,0,0,6,col_dh@yahoo.es,-89.203052,13.714146
177,COLEGIO CORAZON DE MARIA,1,Publico,Urbana,N/A,N/A,15 CALLE PONIENTE #122,0,0,0,0,0,0,0,0,3,cademaria06@yahoo.com,-89.191294,13.706586
178,COLEGIO BAUTISTA EMMANUEL,5,Publico,Urbana,N/A,N/A,"PROLONGACION AV. EL COCAL NUMERO 1640, BARRIO SAN JACINTO",0,0,0,0,0,0,0,0,11,cbemmanuel@hotmail.com,-89.191279,13.680828
179,COLEGIO EL ESPIRITU SANTO,5,Publico,Urbana,N/A,N/A,"DECIMA AV. SUR, CALLE ALBERTO SANCHEZ NUMERO 1523, BARRIO SAN JACINTO",0,0,0,0,0,0,0,0,0,colegioespiritusanto@hotmail.com,-89.19128,13.683268
180,COLEGIO LUZ DE ISRAEL,3,Publico,Urbana,N/A,N/A,FINAL 73 AV SUR  CALLE NUEVA #2 N¶§ 401 COLONIA ESCALON,0,0,0,0,0,0,0,0,17,colegioluzdeisrael@hotmail.com,-89.229835,13.697852
181,CENTRO EDUCATIVO DENVER,4,Publico,Urbana,N/A,N/A,CALLE ANTIGUA A HUIZUCAR #15 LOMAS DE SAN FRANCISCO,1,0,0,0,0,0,0,0,13,centrodenversv@yahoo.com,-89.228287,13.674987
182,LICEO DAVID J. GUZMAN,5,Publico,Rural,N/A,N/A,CALLE LARA # 537 BARRIO SAN JACINTO,0,0,0,0,0,0,0,0,2,liceodavidjguzman179@hotmail.com,-89.188573,13.689968
183,COLEGIO EUCARISTICO,DCH,Publico,Urbana,N/A,N/A,"ALAMEDA JUAN PABLO II N¶ø 523 Y NOVENA CALLE OTE. N¶ø 416, OCTAVA AV. NORTE N¶ø 510 Y DECIMA AV. NORTE, BARRIO SAN JOSE",0,0,0,0,0,0,0,0,4,eucaristico.san.salvador@gmail.com,-89.187146,13.702182
184,COMPLEJO EDUCATIVO CATOLICO SAN FRANCISCO,DCH,Publico,Urbana,N/A,N/A,ALAMEDA JUAN PABLO II ORIENTE #145,0,0,0,0,0,0,0,0,1,complejosanfrancisco@yahoo.com,-89.190549,13.702856
185,CENTRO DE ENSEÇ?ANZA NACIONES UNIDAS,2,Privado,Urbana,N/A,N/A,"COLONIA CIUDAD SATELITE, PASAJE ARIES POLIGONO R CASAS #9 Y #10",0,0,0,0,0,0,0,0,2,ingrid_gonzalez@hotmail.com,-89.217358,13.722426
186,COLEGIO CRISTOBAL COLON,2,Privado,Urbana,N/A,N/A,"COLONIA EL ROBLE, AV. ""C"" NUMERO 125",0,0,0,0,0,0,0,0,3,direcciontecnica@colegiocristobalcolon.edu.sv,-89.209983,13.7149
187,COLEGIO GUADALUPANO,2,Privado,Urbana,N/A,N/A,25 AV. NORTE N¶ø 1047,0,0,0,0,0,0,0,0,2,col_guadalupano@hotmail.com,-89.204366,13.708281
188,COLEGIO EXTERNADO DE SAN JOSE,2,Privado,Urbana,N/A,N/A,RESIDENCIAL DECAPOLIS 33 AV. NORTE FINAL PASAJE SAN JOSE,0,0,0,0,0,0,0,0,5,direccion@externado.edu.sv,-89.206,13.706295
189,BERRY COLLEGE SCHOOL OF BUSINESS,2,Privado,Urbana,N/A,N/A,27 AV. NORTE N¶ø 1138,0,0,0,0,0,0,0,0,0,berrycollegeschool@yahoo.com,-89.204842,13.709922
190,COLEGIO MIRALVALLE,2,Privado,Urbana,N/A,N/A,COLONIA Y PASEO MIRALVALLE #198,0,0,0,0,0,0,0,0,2,cm20520@gmail.com,-89.227099,13.722103
191,COLEGIO PALAS ATENEA,2,Privado,Urbana,N/A,N/A,"URBANIZACION CIUDAD SATELITE, CALLE CONSTITUCION, POLIGONO ""X"" #4",0,0,1,0,0,0,0,0,0,colegiopalasatenea@gmail.com,-89.212439,13.724179
192,COLEGIO SANTA MARIA,2,Privado,Urbana,N/A,N/A,"FINAL CALLE, SAN ANTONIO ABAD N¶ø 3414",0,0,0,0,0,0,0,0,4,csm79archivos@gmail.com,-89.225903,13.718272
193,COLEGIO ANGLO AMERICANO,2,Privado,Urbana,N/A,N/A,"COLONIA MIRAMONTE, CALLE SISIMILES N¶§ 3130",0,0,0,0,0,0,0,0,9,direccion@angloamericano.edu.sv,-89.216085,13.711764
194,CENTRO EDUCATIVO TEMACH,2,Privado,Urbana,N/A,N/A,"27 AV. NORTE #1115, COLONIA MEDICA",0,0,0,0,0,0,0,0,0,coltemach06@gmail.com,-89.205422,13.709047
195,COLEGIO MILITAR GENERAL TOMAS REGALADO,2,Privado,Urbana,N/A,N/A,31 AV. SUR COLONIA FLOR BLANCA FRENTE A OFICINA DEL POLLO CAMPERO,0,0,0,0,0,0,0,0,10,colegio_militar_83@yahoo.com,-89.207875,13.6965
196,COLEGIO LAURA LEHTINEN,4,Privado,Urbana,N/A,N/A,"COL. SAN FRANCISCO, AVE. LAS GARONEAS #4.",0,0,0,0,0,0,0,0,0,colegiolauralehtinen@gmail.com,-89.228541,13.689293
197,COLEGIO RUISEÇ?OR,2,Privado,Urbana,N/A,N/A,COLONIA MIRAMENTE CALLE SISIMILES #2929,0,0,0,0,0,0,0,0,1,coruiseÇñor@hotmail.com,-89.214045,13.70919
198,JARDIN DE INFANTES PADRE MIGUEL GONZALEZ,1,Privado,Urbana,N/A,N/A,QUINTA AV. NORTE NUMERO MIL CUATROCIENTOS CUARENTA Y DOS,0,0,0,0,0,0,0,0,3,gonzalezpadremiguel@gmail.com,-89.192807,13.71242
199,LICEO KONRAD ADENAUER,5,Privado,Urbana,N/A,N/A,10 AV. SUR #1752 COL. AMERICA BARRIO SAN JACINTO,1,1,1,1,1,1,1,0,4,liceokonrad99@hotmail.com,-89.192253,13.678775
200,COLEGIO DAVID LIVINGSTONE,3,Privado,Urbana,N/A,N/A,7A CALLE PONIENTE #4038 COLONIA ESCALON,0,0,0,0,0,0,0,0,0,colegiodavidlivingstone@gmail.com,-89.235061,13.706481
201,ESCUELA PARVULARIA AMIGUITOS,2,Privado,Urbana,N/A,N/A,21 CA. PONIENTE #1626 COL. BUENOS AIRES,0,0,0,0,0,0,0,0,0,kinderamiguitos@hotmail.com,-89.206701,13.711066
202,COLEGIO CARRUSEL,2,Privado,Urbana,N/A,N/A,CIUDAD SATELITE CALLE JUPITER N¶ø27 J,0,0,0,0,0,0,0,0,0,kindercarrusel@gmail.com,-89.213871,13.724677
203,COLEGIO CULTURAL ITALIANO,1,Privado,Urbana,N/A,N/A,"PRIMERA AV. NORTE, NUMERO OCHOCIENTOS TREINTA Y CINCO",0,0,0,0,0,0,0,0,0,colegioculturalitaliano@gmail.com,-89.192098,13.705864
204,COLEGIO THEODOR HERZL,1,Privado,Urbana,N/A,N/A,1A. AV.NORTE N¶§ 1013 BARRIO SAN MIGUELITO,0,0,0,0,0,0,0,0,12,colegioherzl@gmail.com,-89.191883,13.707279
205,COLEGIO CEFAS,2,Privado,Urbana,N/A,N/A,PROLONGACION ALAMEDA JUAN PABLO II Y BOULEVARD CONSTITUCION,0,0,0,0,0,0,0,0,0,directora@colegiocefas.com,-89.226365,13.707625
206,COLEGIO DE LA IGLESIA EVANGELICA EL DIOS DE ISRAEL,1,Privado,Urbana,N/A,N/A,"CALLE 5 DE NOVIEMBRE, FINAL 6TA. AV. NORTE, BARRIO SAN MIGUELITO",0,0,0,0,0,0,0,0,8,colegio@lacapilla.org.sv,-89.187303,13.709097
207,COLEGIO CRISTIANO SALVADOREÇ?O EN HACORE,2,Privado,Urbana,N/A,N/A,FINAL PROLONGACION CALLE ARCE Y 47 AV. NORTE 1-C COLONIA FLOR BLANCA,0,0,0,0,0,0,0,0,0,colegio-enhacore@gmail.com,-89.215466,13.701647
208,COLEGIO CATOLICO KERYGMA,DCH,Privado,Urbana,N/A,N/A,TERCERA CALLE PONIENTE Y NOVENA AV. NORTE N¶ø532,0,0,0,0,0,0,0,0,11,registroacademicocck@gmail.com,-89.195357,13.702202
209,ESCUELA CRISTIANA CRISTO A LAS NACIONES,2,Privado,Urbana,N/A,N/A,"PROLONGACION ALAMEDA JUAN PABLO II A 300 METROS AL PONIENTE DE LA 75 AVE. NORTE, COLONIA ESCALON",0,0,0,0,0,0,0,0,1,escuelacristoalasnaciones@gmail.com,-89.237179,13.71227
210,CENTRO INFANTIL LA FLORIDA,2,Privado,Urbana,N/A,N/A,"BOULEVARD LOS HEROES, PASAJE LAS PALMERAS #22",0,0,0,0,0,0,0,0,1,centroinfantil_laflorida@hotmail.com,-89.20849,13.706987
211,COLEGIO PEQUEÇ?O JESUS,1,Privado,Urbana,N/A,N/A,"COLONIA ATLACATL PASAJE ""A"" CASA #10",0,0,0,0,0,0,0,0,3,claudiadanielav@gmail.com,-89.177893,13.712535
212,COLEGIO HIGHLANDS,3,Privado,Urbana,N/A,N/A,"CARRETERA A SANTA TECLA Y BOULEVARD MONSEÇ?OR ROMERO, PASAJE PRIVADO CONTIGUO A CASA PRESIDENCIAL",0,0,0,0,0,0,0,0,3,info@highlands.edu.sv,-89.241669,13.685416
213,COLEGIO MIS AMIGUITOS,2,Privado,Urbana,N/A,N/A,PROLONGACION ALAMEDA JUAN PABLO II RESIDENCIAL TAZUMAL CASA N¶§ 3,0,0,0,0,0,0,0,0,12,amiguitos.yani@yahoo.es,-89.228129,13.708334
214,COLEGIO EL ALQUIMISTA,6,Privado,Urbana,N/A,N/A,"52 AV. NORTE Y NOVENA CALLE ORIENTE N¶ø 504, COLONIA ALTOS DEL BOULEVARD",0,0,0,0,0,0,0,0,6,colegioelalquimistachs@hotmail.com,-89.16787,13.703436
215,COLEGIO GIRASOLES,3,Privado,Urbana,N/A,N/A,89 AV. NORTE #535 COLONIA ESCALON,0,0,0,0,0,0,0,0,2,kinder.girasoles@gmail.com,-89.242289,13.707208
216,LICEO PROFESOR LADISLAO LEIVA,2,Privado,Urbana,N/A,N/A,"1A CALLE PONIENTE ENTRE 57 Y 59 AV. NORTE #161, COL. ESCALON",1,0,0,1,1,0,1,0,4,informacionladislaoleiva@gmail.com,-89.220048,13.70245
217,COLEGIO CRISTIANO EL SALVADOR,4,Privado,Urbana,N/A,N/A,CALLE LOS BAMBUES Y AVE LAS BUGAMBILIAS #130 COLONIA SAN FRANCISCO,0,0,0,0,0,0,0,0,0,ccibelsal@yahoo.com,-89.224084,13.686312
218,COLEGIO EL DULCE NIÇ?O,2,Privado,Urbana,N/A,N/A,CALLE CONSTITUCION Y PASAJE ARIES NUMERO 28 COLONIA SATELITE,1,0,0,0,0,0,0,0,1,rosaidagutierrez1974@hotmail.com,-89.217561,13.722999
